1.3663874,1.6694728
1.2303451,1.3878047
1.0417739,1.2271587
0.9905151,1.0336312
2.5151253,3.0746858
1.6745785,3.6532154
1.147768,2.3441923
0.5473326,1.1448351
0.49887794,0.5468488
1.1419066,1.2034212
1.2610489,1.8206712
1.0546991,1.7155156
0.7830138,1.0632952
0.8813624,1.0735207
0.46003315,0.8810382
0.43879262,0.4595886
0.8902512,0.92618734
0.6176645,0.88986796
1.1714083,1.413688
1.2091433,1.7734834
1.0521421,1.6281594
0.7141335,1.2365874
0.4530617,0.71386504
1.2035955,1.4529761
0.88613325,1.5948038
1.4337025,1.7969595
1.0026848,1.8369803
0.7707615,1.0004922
1.6399338,1.898337
1.021081,2.0553806
0.7059666,1.0195628
0.70231265,0.7056987
0.9110617,1.3093156
0.7564109,1.1430471
0.8759738,0.9772432
0.91312057,1.1527585
0.6883661,0.911585
0.95128065,1.0893397
0.82955384,0.9500451
0.85624105,1.0347526
0.6849732,0.85525835
0.56838036,0.6846883
0.6491298,0.7635845
0.6367679,0.6489079
0.74465936,0.84367245
0.62111706,0.7442436
0.49251103,0.6225083
0.5493692,0.6860879
0.44152346,0.5492312
0.87629867,0.96974665
0.7712717,0.8741864
0.6445082,0.77081496
0.8458358,0.9445054
0.78347814,0.8457504
0.9043645,0.9748375
0.80828863,0.90400934
1.236994,1.3941321
0.782851,1.4364465
0.5588857,0.7801239
0.56065035,0.56065035
0.7266679,1.062671
0.5439499,0.7251285
0.7054392,0.8429236
0.6140691,0.7052119
0.5185539,0.6145819
0.7659774,0.9232762
0.61536133,0.7665597
0.7111261,0.8139265
0.680827,0.81156826
0.53629243,0.68052924
0.71200144,0.84540415
0.5957054,0.7119894
0.6747753,0.7813566
0.5863767,0.6746193
0.46016327,0.58756524
0.76702774,0.8643766
0.65742075,0.7660273
0.5859829,0.6569442
0.5854401,0.58573943
0.5830942,0.5851983
0.58200395,0.5828371
0.58091265,0.58174664
0.58012486,0.580667
0.7773016,0.9758216
0.84938097,1.0822575
0.71320367,0.8482811
0.61981684,0.7104316
0.5192752,0.6193705
0.6406152,0.7107472
0.66617733,0.8408639
0.7591245,0.87286687
0.6731455,0.7587113
0.576351,0.67255086
0.6841319,0.7817266
0.80860895,0.88040024
0.6713735,0.80844206
0.5766563,0.67017967
